x	y	e
0.100	0.471	0.000
0.200	0.474	0.000
0.300	0.474	0.000
0.400	0.478	0.000
0.500	0.476	0.000
0.600	0.474	0.000
0.700	0.473	0.000
0.800	0.474	0.000
