x	y	e
0.100	0.730	0.001
0.200	0.727	0.001
0.300	0.726	0.001
0.400	0.725	0.001
0.500	0.726	0.001
0.600	0.727	0.001
0.700	0.732	0.001
0.800	0.729	0.001
