x	y	e
0.100	0.496	0.000
0.200	0.497	0.000
0.300	0.500	0.000
0.400	0.503	0.000
0.500	0.503	0.000
0.600	0.492	0.000
0.700	0.484	0.000
0.800	0.488	0.000
