x	y	e
0.100	0.484	0.000
0.200	0.475	0.000
0.300	0.478	0.000
0.400	0.477	0.000
0.500	0.478	0.000
0.600	0.478	0.000
0.700	0.478	0.000
0.800	0.476	0.000
